item_id,release_date,item_desc,item_name,availability
5013,2002,,The Self Matters Companion : Helping You Create Your Life from the Inside Out,1
5014,1998,,The Long Road Home,1
5015,1999,,The Invitation,1
5016,2001,,"Shapechanger's Song (Chronicles of the Cheysuli, Omnibus 1)",1
5017,2001,,Blood and Gold (Vampire Chronicles),1
5018,2003,,Improper English,1
5019,2000,,Cat on the Scent (Mrs. Murphy Mysteries (Paperback)),1
5020,1999,,Canapes for the Kitties,1
5021,2001,,Spindle's End,1
5022,1994,,The Chronicles of Pern: 1st Fall (The Dragonriders of Pern),1
5023,1995,,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",1
5024,2003,,Catching Midnight,1
5025,1987,,RAIDER,1
5026,1996,,Mystique,1
5027,2001,,A Season Beyond a Kiss,1
5028,1972,,The Flame and the Flower,1
5029,1998,,Petals on the River (Avon Historical Romance),1
5030,2000,,Seventh Heaven,1
5031,1998,,Bed of Roses,1
5032,1997,,Wonderful,1
5033,1997,,One Pink Rose (Clayborne Brides),1
5034,1997,,One White Rose,1
5035,2003,,A Thousand Days in Venice: An Unexpected Romance (Ballantine Reader's Circle),1
5036,,,My Blue Notebooks,1
5037,1996,,Living the Simple Life: A Guide to Scaling Down and Enjoying More,1
5038,1993,,Teaching Your Children Values,1
5039,2001,,The Heiress Bride (Bride Trilogy (Paperback)),1
5040,2001,,Sweet Everlasting,1
5041,1988,,Rage of Angels,1
5042,1987,,Windmills of the Gods,1
5043,1994,,S.,1
5044,1992,,Born to Run,1
5045,1996,,Beach Music,1
5046,1994,,Demons Don't Dream (Xanth),1
5047,1990,,Knights of Ghosts &amp; Shadows,1
5048,1993,,WHEN THE BOUGH BREAKS,1
5049,1998,,Great Expectations,1
5050,1988,,Lord Jim (Penguin Classics),1
5051,2000,,Waiting : The True Confessions of a Waitress,1
5052,1999,,Paradise,1
5053,1995,,The Last Wizard (Novels of Crystal),1
5054,1997,,"Winds of Fate (The Mage Winds, Book 1)",1
5055,1994,,Jinx High:  A Diana Tregarde Investigation,1
5056,,,Falling Leaves Brit Edition,1
5057,1997,,The Change (Animorphs (Paperback Numbered)),1
5058,1989,,L'Insoutenable Legerete de l'Etre,1
5059,1999,,"GÃƒÂ¶del, Escher, Bach: An Eternal Golden Braid",1
5060,1986,,Walden and Civil Disobedience (Penguin American Library),1
5061,1990,,Coyote Waits,1
5062,1995,,An Incomplete Education,1
5063,1995,,A Book of Angels: Reflections on Angels Past and Present and True Stories of How They Touch Our Lives,1
5064,1995,,From Beginning to End: The Rituals of Our Lives,1
5065,2000,,Der Richter Und Sein Henker,1
5066,2000,,Der Keltische Ring.,1
5067,1985,,Angle of Repose,1
5068,2002,,Ava's Man,1
5069,1999,,Big Fish: A Novel of Mythic Proportions,1
5070,1992,,The Power of One,1
5071,1992,,The Girlfriend,1
5072,1991,,"The DANCE (FINAL FRIENDS 2) : THE DANCE (Final Friends, Book 2)",1
5073,1995,,"Let's Get Invisible! (Goosebumps, No 6)",1
5074,1995,,"The Curse of the Mummy's Tomb (Goosebumps, No 5)",1
5075,1995,,"One Day at Horrorland (Goosebumps, No 16)",1
5076,1995,,"The Girl Who Cried Monster (Goosebumps, No 8)",1
5077,1998,,Sweetwater,1
5078,1991,,"The Fall of the House of Usher and Other Writings: Poems, Tales, Essays and Reviews (Penguin Classics)",1
5079,2002,,Journals,1
5080,2001,,Mystic River,1
5081,1972,,Sounder,1
5082,2003,,The Known World,1
5083,2003,,The Lady and the Unicorn,1
5084,1997,,Ladder of Years,1
5085,1994,,Light a Penny Candle,1
5086,2002,,Sula,1
5087,2001,,Because of Winn-Dixie,1
5088,1979,,Bridge to Terabithia,1
5089,1995,,London Transports,1
5090,1995,,Felicia's Journey,1
5091,1997,,Private Parts,1
5092,2002,,Ancient Ones,1
5093,2004,,"Give Me a Break : How I Exposed Hucksters, Cheats, and Scam Artists and Became the Scourge of the Liberal Media...",1
5094,2000,,Zen Attitude,1
5095,1996,,"Forever, Erma: Best-Loved Writing from America's Favorite Humorist",1
5096,1995,,The Cat Who Went into the Closet,1
5097,1998,,Starship Titanic,1
5098,1991,,The Cat Who Played Post Office (Cat Who... (Paperback)),1
5099,2002,,The Christmas Train,1
5100,1996,,Flying Finish,1
5101,1995,,The Cat Who Knew a Cardinal,1
5102,2001,,John Adams,1
5103,1997,,Just Plain Pickled to Death: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),1
5104,2002,,The Cat Who Smelled a Rat (Cat Who... (Paperback)),1
5105,2003,,Gruel and Unusual Punishment: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),1
5106,1996,,The Green Mile: Coffey on the Mile (Green Mile Series),1
5107,,,Il Piccolo Principe Prince Italn,1
5108,1995,,So Far,1
5109,1995,,Valentine Pontifex,1
5110,1991,,Cat-A-Lyst,1
5111,1991,,Glory Lane,1
5112,1983,,"Life, the Universe and Everything",1
5113,1984,,RESTAURNT END UNIV (Hitchhiker's Trilogy (Paperback)),1
5114,1993,,"Here There Be Dragons (Star Trek The Next Generation, No 28)",1
5115,1989,,The Crystal Cave,1
5116,1992,,The Cat Who Moved a Mountain,1
5117,1990,,The City of Joy,1
5118,1995,,An Anthropologist on Mars: Seven Paradoxical Tales,1
5119,1999,,Reason for Hope : A Spiritual Journey,1
5120,1996,,Black Lightning,1
5121,1984,,Canticle for Leibowitz,1
5122,1988,,Speaker for Dead Ender #2: Valorous (Ender Wiggins Saga (Paperback)),1
5123,1993,,The Far Side Gallery 4,1
5124,1985,,The Unexpected Mrs. Pollifax,1
5125,1996,,Reservation Blues,1
5126,1995,,A Cold-Blooded Business: A Kate Shugak Mystery,1
5127,,,Patchwork Planet Uk Edition,1
5128,2001,,Touch the Top of the World: A Blind Man's Journey to Climb Farther Than the Eye Can See,1
5129,1989,,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",1
5130,1986,,With a Tangled Skein (Incarnations of Immortality (Paperback)),1
5131,2000,,The Saving Graces: A Novel,1
5132,2001,,Et Si C'Etait Vrai / If This Were Only True,1
5133,1996,,A Portrait of the Artist as a Young Man (Penguin Popular Classics),1
5134,1979,,Henry and Ribsy (Henry Huggins (Paperback)),1
5135,1983,,The Illustrated Man (Grand Master Editions),1
5136,1986,,The Cat Who Walks Through Walls,1
5137,2001,,A Place of Execution,1
5138,1994,,The Queen and I,1
5139,2000,,"The Amber Spyglass (His Dark Materials, Book 3)",1
5140,1997,,"The Subtle Knife (His Dark Materials, Book 2)",1
5141,1995,,La casa de los espÃƒÂ­ritus,1
5142,2004,,Letters to a Young Poet,1
5143,2000,,The Basic Eight,1
5144,2001,,Sphinx,1
5145,1997,,Invasion,1
5146,1995,,Mr. Vertigo,1
5147,2001,,"The Summer Tree (The Fionavar Tapestry, Book 1)",1
5148,1999,,"The Return of the King (The Lord of The Rings, Part 3)",1
5149,1999,,"The Two Towers (The Lord of the Rings, Part 2)",1
5150,1999,,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",1
5151,1983,,1984,1
5152,1992,,The Man in the High Castle,1
5153,1994,,The Last Battle,1
5154,2001,,Julie and Romeo: A Novel,1
5155,1995,,"Why I'm Afraid of Bees (Goosebumps, No 17)",1
5156,1991,,Brotherhood of the Rose,1
5157,1995,,Full Bloom,1
5158,1996,,For the Roses,1
5159,1983,,A Rose in Winter,1
5160,1994,,Northanger Abbey (Penguin Popular Classics),1
5161,1990,,The Cat Who Went to Heaven,1
5162,1994,,Heaven to Betsy,1
5163,2000,,Betsy and Tacy Go Downtown (Betsy-Tacy),1
5164,2000,,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy),1
5165,2000,,Emily of Deep Valley (Deep Valley Book),1
5166,1997,,I'm Not Really Here,1
5167,2003,,The Piano Tuner : A Novel,1
5168,1994,,Schlafes Bruder,1
5169,,,Shining,1
5170,2002,,Basket Case,1
5171,1993,,I Heard the Owl Call My Name,1
5172,1997,,Frankenstein (Wordsworth Classics),1
5173,1984,,Flowers for Algernon,1
5174,1997,,The Passion,1
5175,1996,,The Ghost Road,1
5176,2003,,The Emperor of Ocean Park (Vintage Contemporaries (Paperback)),1
5177,2002,,Cane River (Oprah's Book Club (Paperback)),1
5178,2003,,Street Boys,1
5179,2002,,Q Is for Quarry,1
5180,1984,,The Osterman Weekend,1
5181,1986,,Shogun,1
5182,1995,,High Fidelity,1
5183,1994,,The Lone Ranger and Tonto Fistfight in Heaven,1
5184,2002,,Mr. Maybe,1
5185,2002,,GefÃƒ?Ã‚Â¤hrliche Geliebte.,1
5186,,,Shooting Elvis,1
5187,2002,,"The Best American Short Stories 2002 (Best American Short Stories, 2002)",1
5188,1999,,The Pact: A Love Story,1
5189,2002,,Man and Boy: A Novel,1
5190,2002,,Blue Diary,1
5191,1995,,Songs in Ordinary Time (Oprah's Book Club (Hardcover)),1
5192,2001,,House of Dreams,1
5193,2001,,Just Once,1
5194,1998,,"The Clayborne Brides : One Pink Rose, One White Rose, One Red Rose",1
5195,2003,,Flowers from the Storm,1
5196,2001,,The Bride and the Beast,1
5197,2002,,My Fair Viking,1
5198,1994,,The Lottery Winner: Alvirah and Willy Stories,1
5199,1992,,Damage,1
5200,1992,,Vox,1
5201,2004,,One Hundred Years of Solitude (Oprah's Book Club),1
5202,1988,,Night Of Crash-Test Dummies,1
5203,1974,,The Hiding Place,1
5204,1996,,Riesgo calculado,1
5205,1996,,Forbidden Fruit,1
5206,2004,,False Pretenses,1
5207,1995,,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),1
5208,1994,,Lasher (Lives of the Mayfair Witches),1
5209,1984,,Chronicle of a Death Foretold,1
5210,1988,,The Persian Boy,1
5211,1990,,Jacob Have I Loved,1
5212,2002,,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",1
5213,1997,,David Copperfield (Penguin Classics),1
5214,1985,,Tuck Everlasting,1
5215,1981,,The Death of Ivan Ilyich,1
5216,1985,,PEOPLE OF THE LIE,1
5217,2000,,After the Fall,1
5218,1997,,Beim Naechsten Mann Wird Alles (Frau in Der Gesellschaft),1
5219,1992,,Winnie-The-Pooh,1
5220,1983,,The Heart Is a Lonely Hunter,1
5221,1990,,Ballad of the Sad Cafe and Other Stories,1
5222,1994,,DAILY REFLECTIONS FOR HIGHLY EFFECTIVE PEOPLE : Living The 7 Habits Of Highly Successful People Every Day,1
5223,1984,,Way of the Peaceful Warrior: A Book That Changes Lives (Peaceful Warrior),1
5224,1995,,"Wherever You Go, There You Are : Mindfulness Meditation in Everyday Life",1
5225,2001,,He Did This Just For You,1
5226,1987,,Rubinroter Dschungel.,1
5227,1997,,Almost Adam,1
5228,1999,,Subterranean,1
5229,1989,,Cat on a Hot Tin Roof,1
5230,1994,,Vanity Fair (Penguin Popular Classics),1
5231,2003,,31 Songs.,1
5232,2000,,The Toughest Indian in the World,1
5233,1999,,"The Path of Daggers (The Wheel of Time, Book 8)",1
5234,1996,,Dead Man Walking: An Eyewitness Account of the Death Penalty in the United States,1
5235,1999,,White Oleander : A Novel,1
5236,1985,,Dandelion Wine (Grand Master Editions),1
5237,1987,,NIGHT OF FOX,1
5238,1996,,Moo,1
5239,1996,,A Drink Before the War (Patrick Kenzie/Angela Gennaro Novels),1
5240,2002,,Red Rabbit,1
5241,1986,,Red Storm Rising,1
5242,1984,,The Hunt for Red October,1
5243,1992,,Darkness Visible: A Memoir of Madness,1
5244,1985,,The Discoverers: A History of Man's Search to Know His World and Himself,1
5245,1972,,"Zen Mind, Beginner's Mind",1
5246,1984,,The Story of Jonah (An Alice in Bibleland Storybook),1
5247,1995,,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),1
5248,2003,,The Footprints of God : A Novel,1
5249,2002,,Love In Bloom's,1
5250,1996,,Harriet the Spy,1
5251,2000,,Mistaken Identity,1
5252,2002,,The Bishop and the Beggar Girl of St. Germain: A Blackie Ryan Storyr (Bishop Blackie Ryan Series),1
5253,1993,,Dave Barry's Bad Habits a 100% Fact-Free Book,1
5254,1998,,King Con : A Novel,1
5255,1998,,The Cobra Event,1
5256,1993,,GONE SOUTH,1
5257,1999,,Billy Straight : A Novel,1
5258,2001,,Cradle and All,1
5259,2000,,Home Town,1
5260,1988,,Space,1
5261,1992,,Call It Sleep,1
5262,1996,,Letters from the Inside,1
5263,2001,,How to Be Good,1
5264,2001,,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),1
5265,1994,,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),1
5266,1988,,Pride and Prejudice,1
5267,1976,,One Flew over the Cuckoo's Nest,1
5268,2000,,The Royal Game &amp; Other Stories,1
5269,2004,,Sushi for Beginners,1
5270,2003,,Simply Sinful (Simply (Harlequin)),1
5271,2004,,Simply Sensual (Harlequin Single Title),1
5272,2003,,Simply Scandalous (Simply (Harlequin)),1
5273,1998,,A Rake's Vow (Cynster Novels),1
5274,1999,,Scandal's Bride (Cynster Novels),1
5275,2001,,All About Love (Cynster Novels),1
5276,2004,,Full Blast (Janet Evanovich's Full Series),1
5277,2004,,Slightly Sinful,1
5278,2004,,Love: Undercover,1
5279,2004,,The Wedding Game,1
5280,2002,,"Hot on Her Tail (Harlequin Blaze, No 43)",1
5281,2002,,"My Sexiest Mistake (Blaze, 44)",1
5282,1998,,Macgregor Grooms (Macgregors),1
5283,2002,,Sisters Found,1
5284,2002,,When the Laird Returns: Book Two of The Highland Lords,1
5285,2002,,The Hidden Heart,1
5286,2002,,"Ooh, La La!",1
5287,1997,,Simply Love,1
5288,2002,,Castles in the Mist,1
5289,2002,,Stonebrook Cottage,1
5290,2001,,The Defiant Hero,1
5291,1998,,Numbered Account,1
5292,1991,,Life 101: Everything We Wish We Had Learned in High School-But Didn't,1
5293,2000,,Green Rider,1
5294,1986,,Maia,1
5295,1995,,Baby-Sitters Little Sister #14:  Karen's New Year,1
5296,2000,,Coming Home (Heartland),1
5297,1996,,The Return of Santa Paws (Santa Paws),1
5298,1998,,The Voice on the Radio (Laurel Leaf Books),1
5299,1988,,Fallen Hearts,1
5300,1991,,Secrets of the Morning (Cutler),1
5301,1984,,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),1
5302,1994,,Clear and Present Danger,1
5303,1978,,The Far Pavillions,1
5304,1983,,God Project,1
5305,1964,,The Giving Tree,1
5306,2000,,Sex and the City,1
5307,1991,,"Ah, Sweet Mystery of Life: The Country Stories of Roald Dahl (Penguin Fiction)",1
5308,2002,,Taken,1
5309,1991,,Wild,1
5310,1990,,Fallen Hearts (Casteel),1
5311,1990,,Gates of Paradise (Casteel),1
5312,1993,,"Snow White, Blood Red",1
5313,1990,,Dark Angel (Casteel),1
5314,1990,,Heaven (Casteel),1
5315,1995,,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,1
5316,1983,,Color Purple,1
5317,1997,,Mortal Pursuit,1
5318,2002,,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),1
5319,2000,,Serpent : A Novel from the NUMA Files (Numa Files Series),1
5320,1999,,Fountain Society : A NOVEL,1
5321,2004,,The Jane Austen Book Club,1
5322,,,Focaults Pendulum,1
5323,1990,,The Sheltering Sky (Vintage International),1
5324,,,Plague Dogs,1
5325,2001,,Bliss,1
5326,1977,,More Than a Carpenter,1
5327,1998,,The Locket : A Novel (Christmas Box Trilogy),1
5328,1992,,How to Meet &amp; Work With Spirit Guides (Llewellyn's Practical Guide to Personal Power),1
5329,1995,,"Izzy, Willy-Nilly",1
5330,1993,,Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence,1
5331,1997,,Power of a Woman,1
5332,2001,,Bitterroot,1
5333,2003,,Lucky Man : A Memoir,1
5334,1997,,Nathan's Run,1
5335,1995,,Burning Time (April Woo Suspense Novels (Paperback)),1
5336,2003,,Law of Gravity,1
5337,2001,,Black Sunday,1
5338,1997,,Immoral Certainty,1
5339,1990,,Doc: The Rape of the Town of Lovell,1
5340,1991,,Cry to Heaven,1
5341,1992,,Slapstick or Lonesome No More!,1
5342,1991,,Needful Things: The Last Castle Rock Story,1
5343,1991,,The Talbot Odyssey,1
5344,2002,,Child of My Heart,1
5345,2002,,The Mulberry Tree,1
5346,1999,,Into the Wilderness,1
5347,1995,,Kiss the Girls,1
5348,1995,,The Lathe of Heaven,1
5349,1997,,Donnie Brasco: My Undercover Life in the Mafia,1
5350,1998,,Killing Floor,1
5351,2003,,Club Dead (Southern Vampire Mysteries),1
5352,1997,,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",1
5353,1997,,Lives of the Monster Dogs,1
5354,1998,,Second Nature,1
5355,1984,,"Chop Wood, Carry Water: A Guide to Finding Spiritual Fulfillment in Everyday Life",1
5356,1999,,Blue Light,1
5357,2002,,Atonement: A Novel,1
5358,2000,,Georgiana: Duchess of Devonshire,1
5359,1997,,The Dilbert Future: Thriving on Stupidity in the 21st Century,1
5360,2002,,Do No Harm,1
5361,2003,,The Probable Future,1
5362,2003,,The Second Time Around : A Novel,1
5363,2002,,No One to Trust,1
5364,2002,,Hunting Season,1
5365,2002,,Dead Midnight (Sharon McCone Mysteries (Hardcover)),1
5366,2003,,Dead Aim,1
5367,1998,,Los Alamos: A Novel,1
5368,1998,,The Reader,1
5369,1980,,Roots,1
5370,1994,,Driving Force,1
5371,2002,,Resort to Murder: A Henrie O Mystery,1
5372,1991,,Milk and Honey (Peter Decker &amp; Rina Lazarus Novels (Paperback)),1
5373,1992,,Quality of Mercy,1
5374,1989,,The Butcher's Theater,1
5375,1988,,Dirk Gently's Holistic Detective Agency,1
5376,1990,,Philly Stakes,1
5377,1993,,The Life and Loves of a She-Devil,1
5378,1990,,Gateway (Heechee Saga),1
5379,,,Songlines,1
5380,1984,,Jitterbug Perfume,1
5381,1991,,The Verdant Passage (Dark Sun World),1
5382,2001,,Pastures Nouveaux,1
5383,1999,,"So Long, and Thanks for All the Fish",1
5384,,,Bell Jar,1
5385,1998,,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,1
5386,1995,,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,1
5387,1993,,Mixed Blessings,1
5388,1998,,Three Wishes,1
5389,1994,,Line of Fire (Corps (Paperback)),1
5390,1999,,Superstition,1
5391,1993,,Women of the Silk : A Novel,1
5392,1991,,The Third Eye (Laurel Leaf Books),1
5393,1988,,If Tomorrow Comes,1
5394,1997,,Necessary Evil,1
5395,2000,,Don't Make Me Stop This Car! : Adventures in Fatherhood,1
5396,1995,,Contagion,1
5397,1988,,Gone to Soldiers,1
5398,1984,,Frankenstein (Changing Our World),1
5399,1998,,Nicolae: The Rise of Antichrist (Left Behind No. 3),1
5400,1999,,Ashes to Ashes,1
5401,1994,,Silent Spring,1
5402,2003,,Secret Prey,1
5403,1982,,Great Expectations (Bantam Classic),1
5404,1999,,The Right Hand of Evil,1
5405,1993,,The Book of Guys: Stories,1
5406,1993,,EVENING STAR,1
5407,1990,,Selected Poems (Dover Thrift Edition),1
5408,1992,,Notes from the Underground (Dover Thrift Editions),1
5409,2000,,Violet &amp; Claire,1
5410,1977,,Animal Liberation,1
5411,2000,,Second Wind,1
5412,2000,,"River, Cross My Heart : A Novel",1
5413,1985,,You Can Heal Your Life/101,1
5414,1978,,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54",1
5415,1980,,Legends of the Fall,1
5416,1982,,The Power and the Glory,1
5417,1990,,Diamond Throne (Elenium (Paperback)),1
5418,1991,,"The Ruby Knight (Elenium, Book 2)",1
5419,1988,,Bloodline,1
5420,2003,,LA Ciudad De Las Bestias,1
5421,1995,,To Be the Best,1
5422,1993,,Sweet Liar,1
5423,1993,,The Road to Paradise Island,1
5424,1991,,The Joy Luck Club (Vintage Contemporaries),1
5425,1998,,Well Favored Gentleman (Avon Historical Romance),1
5426,1999,,I Choose You (Pokemon Chapter Book #1),1
5427,1999,,Island of the Giant Pokemon (Pokemon Chapter Book #2),1
5428,1991,,Hollywood: A Novel of America in the 1920's,1
5429,1986,,The Seventh Secret,1
5430,1995,,Minotaur,1
5431,1996,,A Monstrous Regiment of Women,1
5432,1990,,Wild Mind: Living the Writer's Life,1
5433,1998,,"The Carbohydrate Addict's Lifespan Program : A Personalized Plan for Becoming Slim, Fit and Healthy in Your 40s, 50s, 60s and Beyond",1
5434,1998,,Montana,1
5435,1992,,Outer Banks,1
5436,,,Siddhartha,1
5437,1993,,Compelling Evidence,1
5438,2001,,Tell No One,1
5439,2001,,The Sisterhood of the Traveling Pants,1
5440,2000,,Driving Mr. Albert: A Trip Across America with Einstein's Brain,1
5441,1994,,Gumpisms : The Wit and Wisdom of Forrest Gump,1
5442,2002,,Memorie Di una Geisha / Memoires of a Geisha,1
5443,2003,,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale (Popular Culture and Philosophy Series),1
5444,2002,,Out of the Blue,1
5445,1994,,The Innkeeper's Song: A Novel,1
5446,1999,,The Exes : A Novel,1
5447,2004,,Sex and the Single Vampire,1
5448,1991,,People of Darkness (Jim Chee Novels),1
5449,2000,,The Orchid Hunter,1
5450,2003,,Crime and Punishment (Penguin Classics),1
5451,1992,,"Farewell, My Lovely (Vintage Crime/Black Lizard)",1
5452,1991,,Our Man in Havana: An Entertainment (Twentieth Century Classics),1
5453,1998,,"Myst, The: Book of D'Ni",1
5454,1989,,Robots of Dawn (Robots of Dawn),1
5455,1986,,Foundation (Foundation Series ; Bk 1),1
5456,1995,,Silver Tower,1
5457,2003,,The Soul Catcher: A Maggie O'Dell Novel,1
5458,1999,,"State of Siege (Tom Clancy's Op-Center, 6)",1
5459,1995,,The 13th Juror,1
5460,2004,,Night Prey,1
5461,1994,,Dead Man's Island,1
5462,2001,,Pandora's Curse (Philip Mercer (Paperback)),1
5463,1999,,The Gemini Man,1
5464,1988,,"The Legend of Huma (Dragonlance Heroes, Vol. 1)",1
5465,2001,,The Heir,1
5466,1996,,Vows,1
5467,1993,,Romeo and Juliet (Dover Thrift Editions),1
5468,1996,,Whit,1
5469,1986,,VOYAGE HOME ST 4 M,1
5470,1996,,"Dragon's Honor (Star Trek: The Next Generation, No. 38)",1
5471,1998,,SPRINGWATER,1
5472,1995,,The Rebel Bride,1
5473,1990,,Ringworld,1
5474,1996,,Superstitious,1
5475,2001,,Move to Strike,1
5476,2003,,Golden Buddha (Oregon Files (Paperback)),1
5477,1980,,Donahue My Own Story,1
5478,2001,,K-Pax,1
5479,1992,,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,1
5480,1995,,The Physics of Star Trek,1
5481,1996,,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,1
5482,1997,,Anatomy of the Spirit: The Seven Stages of Power and Healing,1
5483,1998,,Even the Wicked: A Matthew Scudder Novel,1
5484,2001,,Gathering Lies,1
5485,2000,,Welcome to My Planet: Where English Is Sometimes Spoken,1
5486,1996,,The Ivory and the Horn (Newford),1
5487,1985,,American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),1
5488,1989,,The Lost Salt Gift of Blood (New Canadian Library),1
5489,1998,,The Voyage of the Narwhal,1
5490,1993,,The Remains of the Day (Vintage International),1
5491,1996,,Sing the Four Quarters (Daw Book Collectors),1
5492,1988,,The Best Christmas Pageant Ever,1
5493,2003,,A Case of Need,1
5494,1983,,Remembrance,1
5495,2003,,"Remember When (Roberts, Nora)",1
5496,2003,,No Graves As Yet: A Novel of World War I,1
5497,2003,,Soon,1
5498,2003,,Armageddon: The Cosmic Battle of the Ages (Left Behind #11),1
5499,1994,,Snagged,1
5500,2002,,True to Form : A Novel,1
5501,1995,,The Radiant Way,1
5502,1999,,River-Horse,1
5503,1985,,Fire Song,1
5504,1997,,Secret Song,1
5505,2003,,Someone to Watch Over Me : A Novel,1
5506,2002,,The Crimson Petal and the White,1
5507,1999,,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",1
5508,2002,,Doing Good,1
5509,1998,,Are You Somebody: The Accidental Memoir of a Dublin Woman,1
5510,2000,,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",1
5511,1995,,The Sixteen Pleasures: A Novel,1
5512,2000,,The Marching Season,1
5513,2000,,The Locket,1
5514,2000,,Fish! A Remarkable Way to Boost Morale and Improve Results,1
5515,2001,,The Jury,1
5516,2002,,The Whitechapel Conspiracy,1
5517,2003,,Southampton Row (Charlotte &amp; Thomas Pitt Novels (Paperback)),1
5518,2002,,"House Corrino (Dune: House Trilogy, Book 3)",1
5519,1996,,Leave the Grave Green,1
5520,1998,,The Raphael Affair (Prime Crime Mysteries),1
5521,1994,,The End of the Pier,1
5522,2002,,Once upon a Winters Night,1
5523,1997,,El Capitan Alatriste,1
5524,2000,,Mientras Vivimos,1
5525,2001,,Our Lady of the Lost and Found: A Novel,1
5526,2002,,Lo Hobbit / The Hobbit,1
5527,1997,,Into Thin Air : A Personal Account of the Mount Everest Disaster,1
5528,2000,,Geeks: How Two Lost Boys Rode the Internet Out of Idaho,1
5529,2002,,The Shark Mutiny,1
5530,2003,,The Playboy,1
5531,2003,,White Death: A Novel from the Numa Files,1
5532,1990,,Silver Wedding,1
5533,1999,,Whirligig (Laurel Leaf Books),1
5534,2002,,Prodigal Summer,1
5535,1991,,Nine Stories,1
5536,1987,,Through a Glass Darkly,1
5537,1999,,Hogfather,1
5538,2000,,While I Was Gone,1
5539,2002,,The Cat Who Went up the Creek,1
5540,1999,,Olivia (Logan),1
5541,1996,,Melody (Logan),1
5542,1991,,"Are You There God?  It's Me, Margaret",1
5543,1991,,Flashback,1
5544,1992,,Where Are the Children?,1
5545,1996,,"Egg Monsters from Mars (Goosebumps, No 42)",1
5546,1996,,"Ghost Camp (Goosebumps, No 45)",1
5547,1995,,"The Headless Ghost (Goosebumps, No 37)",1
5548,1995,,"Monster Blood III (Goosebumps, No 29)",1
5549,1995,,"The Horror at Camp Jellyjam (Goosebumps, No 33)",1
5550,1995,,"Phantom of the Auditorium (Goosebumps, No 24)",1
5551,1995,,"A Night in Terror Tower (Goosebumps, No 27)",1
5552,1995,,"The Abominable Snowman of Pasadena (Goosebumps, No 38)",1
5553,1995,,"Attack of the Mutant (Goosebumps, No 25)",1
5554,1996,,"How I Got My Shrunken Head (Goosebumps, No 39)",1
5555,1995,,"You Can't Scare Me! (Goosebumps, No 15)",1
5556,1995,,"My Hairiest Adventure (Goosebumps, No 26)",1
5557,2003,,Dying to Please,1
5558,2000,,Where You Belong,1
5559,1995,,Pierced By A Sword,1
5560,2003,,Deadly Embrace,1
5561,2003,,Dance With The Devil: A Dark-Hunter Novel,1
5562,1990,,Mirror Image,1
5563,2003,,Lawless,1
5564,1998,,Grievous Sin (Peter Decker &amp; Rina Lazarus Novels (Paperback)),1
5565,1996,,The Cat Who Said Cheese,1
5566,1990,,Some Can Whistle,1
5567,2003,,Sons of Fortune,1
5568,1998,,Foundation's Fear (Second Foundation Trilogy (Paperback)),1
5569,2001,,Hannibal,1
5570,1999,,Perfect Timing,1
5571,2001,,Never Change,1
5572,1996,,If Morning Ever Comes : A Novel,1
5573,1977,,The Women's Room,1
5574,1993,,Scruples Two,1
5575,1995,,Charade,1
5576,2002,,Hunger Point : A Novel,1
5577,2000,,"Keep It Simple, Stupid: You're Smarter Than You Look",1
5578,1997,,Dr. Atkins' New Diet Revolution,1
5579,1999,,The Jewels of Tessa Kent,1
5580,1990,,Chesapeake,1
5581,1982,,Lucifers Hammer,1
5582,2000,,Witch Hill,1
5583,1984,,The Neverending Story,1
5584,1999,,South: The Endurance Expedition,1
5585,1996,,Stormy Weather,1
5586,1978,,Women,1
5587,1998,,Prime Cut,1
